Player,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Mike Karney,N/A,N/A,0,0,1,1,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lance Kendricks,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eddie Lacy,N/A,N/A,10,16,7,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy Langford,N/A,N/A,N/A,5,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spencer Larsen,N/A,N/A,N/A,N/A,N/A,1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Leonard,N/A,N/A,3,N/A,2,1,2,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mikel Leshoure,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dion Lewis,1,1,N/A,N/A,N/A,N/A,12,6,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.J. Logan,N/A,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Erik Lorig,N/A,N/A,N/A,N/A,0,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wali Lundy,N/A,N/A,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marshawn Lynch,7,9,4,6,9,15,13,13,N/A,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A
Owen Marecic,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Laurence Maroney,8,10,N/A,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Doug Martin,N/A,N/A,14,N/A,3,11,4,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jamar Martin,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tre Mason,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Mathews,N/A,N/A,6,13,7,11,N/A,4,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reagan Maui'a,N/A,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Devante Mays,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Le'Ron McClain,N/A,N/A,0,7,3,2,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dexter McCluster,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LeSean McCoy,8,13,10,7,15,8,9,13,11,4,5,1,N/A,N/A,N/A,N/A,N/A
Darren McFadden,5,3,13,N/A,4,3,4,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Willis McGahee,N/A,N/A,10,11,7,8,7,5,3,7,7,2,N/A,N/A,N/A,N/A,N/A
Elijah McGuire,N/A,N/A,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sean McHugh,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joe McKnight,N/A,1,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy McNichols,N/A,N/A,N/A,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rashard Mendenhall,N/A,10,9,6,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Christine Michael,N/A,N/A,N/A,1,2,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sony Michel,N/A,N/A,7,5,4,6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bruce Miller,N/A,N/A,N/A,1,1,3,1,1,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A
Lamar Miller,2,5,11,7,7,7,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Garrett Mills,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Miree,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Moats,N/A,N/A,N/A,0,N/A,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mewelde Moore,N/A,5,8,5,1,7,2,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vernand Morency,N/A,N/A,N/A,N/A,2,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Knowshon Moreno,N/A,6,8,N/A,5,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alfred Morris,N/A,N/A,N/A,13,7,6,4,2,4,3,N/A,1,N/A,N/A,N/A,N/A,N/A
Maurice Morris,N/A,N/A,2,2,1,3,4,5,4,4,4,4,N/A,N/A,N/A,N/A,N/A
Ovie Mughelli,N/A,N/A,N/A,N/A,0,2,0,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Marcus Murphy,N/A,N/A,N/A,1,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeMarco Murray,N/A,N/A,7,6,12,18,6,12,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spencer Nead,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry Ned,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jerious Norwood,N/A,N/A,5,5,7,4,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Nick O'Leary,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oren O'Neal,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Ogbonnaya,N/A,N/A,N/A,N/A,3,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jalen Parmele,N/A,N/A,N/A,N/A,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Isaiah Pead,N/A,N/A,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alvin Pearman,N/A,N/A,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cedric Peerman,N/A,N/A,N/A,N/A,0,3,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Perkins,N/A,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Perry,N/A,N/A,N/A,6,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrian Peterson,N/A,12,13,16,11,8,19,11,1,14,N/A,4,7,6,5,N/A,N/A
Bernard Pierce,4,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Artose Pinner,N/A,N/A,N/A,N/A,N/A,2,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew Pinnock,N/A,N/A,0,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antonio Pittman,N/A,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clinton Portis,15,16,8,12,5,11,11,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bilal Powell,N/A,N/A,N/A,3,5,1,5,6,6,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A
Jay Prosch,N/A,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C.J. Prosise,N/A,N/A,N/A,N/A,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Rainey,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joseph Randle,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ray Rice,6,18,13,16,13,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daryl Richardson,N/A,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Trent Richardson,N/A,6,7,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Theo Riddick,N/A,0,3,7,6,6,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Stevan Ridley,N/A,4,11,6,N/A,1,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Javon Ringer,N/A,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aaron Ripkowski,N/A,N/A,0,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Denard Robinson,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Robinson,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick Robinson,N/A,N/A,N/A,N/A,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jacquizz Rodgers,3,7,5,3,N/A,4,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Larry Rountree,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Evan Royster,N/A,N/A,N/A,N/A,2,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jaylen Samuels,N/A,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bishop Sankey,N/A,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Scarlett,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Owen Schmitt,N/A,N/A,0,0,1,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Josh Scobey,N/A,N/A,N/A,1,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bernard Scott,N/A,N/A,N/A,N/A,4,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Da'Rel Scott,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam Shaheen,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Eric Shelton,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Anthony Sherman,N/A,N/A,1,0,1,1,0,0,1,1,0,0,N/A,N/A,N/A,N/A,N/A
Charles Sims,N/A,N/A,N/A,2,8,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Steve Slaton,N/A,13,7,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Wendell Smallwood,N/A,3,2,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ito Smith,N/A,N/A,3,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kevin Smith,N/A,8,5,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kolby Smith,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Musa Smith,0,1,N/A,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Onterrio Smith,N/A,N/A,6,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Benny Snell Jr.,3,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Snelling,N/A,N/A,N/A,N/A,1,7,6,3,3,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C.J. Spiller,N/A,N/A,4,6,13,7,4,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darren Sproles,N/A,1,N/A,4,8,10,7,12,7,7,6,6,6,N/A,N/A,N/A,N/A
Zac Stacy,N/A,7,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
James Starks,N/A,N/A,N/A,N/A,8,N/A,4,5,7,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaRod Stephens-Howling,N/A,2,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonathan Stewart,6,9,4,9,3,N/A,6,9,5,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Luke Stocker,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lee Suggs,N/A,N/A,N/A,6,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frank Summers,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lorenzo Taliaferro,N/A,N/A,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas Tapeh,N/A,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ben Tate,N/A,N/A,7,2,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chester Taylor,N/A,N/A,2,3,6,5,8,8,6,7,3,1,N/A,N/A,N/A,N/A,N/A
Stepfan Taylor,N/A,1,2,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel Thomas,N/A,N/A,N/A,4,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
De'Anthony Thomas,3,2,1,1,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Thompson,N/A,N/A,N/A,N/A,3,5,6,3,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Darwin Thompson,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Todman,N/A,N/A,2,2,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LaBrandon Toefield,N/A,N/A,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ryan Torain,N/A,N/A,N/A,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Robert Turbin,N/A,N/A,5,3,4,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michael Turner,N/A,1,3,6,3,13,7,13,11,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Shane Vereen,N/A,N/A,4,5,8,6,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lawrence Vickers,N/A,N/A,0,1,1,0,0,0,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Danny Vitale,N/A,N/A,0,0,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Delanie Walker,N/A,N/A,N/A,N/A,2,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Walton,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Derrick Ward,N/A,N/A,N/A,N/A,1,0,6,12,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A
Jeremy Ware,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spencer Ware,N/A,N/A,N/A,3,10,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeAndre Washington,N/A,N/A,4,3,1,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Leon Washington,N/A,N/A,N/A,7,7,8,N/A,4,2,2,N/A,1,N/A,N/A,N/A,N/A,N/A
Derek Watt,N/A,N/A,N/A,1,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Beanie Wells,6,2,6,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jonathan Wells,N/A,N/A,3,0,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Terrance West,N/A,N/A,3,1,6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brian Westbrook,N/A,N/A,2,11,13,8,15,15,9,4,3,N/A,N/A,N/A,N/A,N/A,N/A
James White,N/A,N/A,5,7,7,10,7,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Johnny White,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LenDale White,N/A,2,7,4,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jordan Wilkins,N/A,N/A,N/A,3,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andre Williams,N/A,4,2,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cadillac Williams,N/A,N/A,9,5,N/A,N/A,5,6,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DeAngelo Williams,N/A,N/A,5,6,13,10,N/A,7,6,10,N/A,9,3,N/A,N/A,N/A,N/A
Domanick Williams,N/A,N/A,10,13,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Karlos Williams,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kerwynn Williams,N/A,N/A,N/A,N/A,1,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Brandon Wilson,N/A,N/A,0,1,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
David Wilson,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kris Wilson,N/A,N/A,N/A,N/A,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Garrett Wolfe,N/A,N/A,1,0,1,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dwayne Wright,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
T.J. Yeldon,N/A,7,5,3,5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
